time,q7,dq7,ddq7,q7_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM
0.094,0.785141,-0.00126366,0,-0.197752,-0.153770351,0.00373537,-0.078821526,-0.000357156,0,0.005982447,-0.065548751,-0.171086189
0.098,0.785139,-0.000692044,0,-0.210569,-0.152604589,0.003420477,-0.056705593,0.000153632,0,0.005543599,-0.071527271,-0.190848625
0.104,0.785141,0.000219363,0,-0.237119,0.151640596,0.003516411,0.031174913,0.001093253,0,0.21574587,-0.077561804,-0.267486699
0.108,0.785144,0.0012861,0,-0.256345,0.153816115,0.004078562,0.079583744,0.002274042,0,0.213012754,-0.083683058,-0.210181979
0.112,0.785135,-0.00203338,0,-0.184018,-0.15534013,0.003151594,-0.102003211,-0.001261933,0,0.003717663,-0.088541105,-0.155618762
0.118,0.785142,0.000215659,0,-0.237119,0.151633042,0.003246051,0.030917676,0.001032157,0,0.206363426,-0.094855328,-0.265343752
0.122,0.785143,0.000897081,0,-0.249936,0.153022744,0.003638756,0.065335491,0.001794192,0,0.202473635,-0.100650985,-0.194099862
0.126,0.785141,0.000488412,0,-0.237119,0.152189298,0.003852094,0.046993836,0.001437777,0,0.197667245,-0.106103848,-0.244158877
0.132,0.785137,-0.00151722,0,-0.197751,-0.154287465,0.003161288,-0.087089703,-0.000734867,0,0.0057821,-0.110976035,-0.134033507
0.136,0.785141,-4.15E-05,0,-0.223385,-0.151277928,0.003142449,-0.015788905,0.00075595,0,0.006917344,-0.116645314,-0.216935762
0.14,0.78514,0.000218804,0,-0.223385,0.151639456,0.003238288,0.031136192,0.001035817,0,0.184952674,-0.121774983,-0.259741606
0.144,0.785144,0.00187173,0,-0.262753,0.155010458,0.004057691,0.097569377,0.002856328,0,0.180769417,-0.127157687,-0.236234907
0.15,0.785141,0.000200401,0,-0.237118,0.151601925,0.004145021,0.02984095,0.001221916,0,0.175657154,-0.131500889,-0.246631815
0.154,0.78514,-9.18E-05,0,-0.229793,-0.151380422,0.00410316,-0.021073778,0.000921994,0,0.01123008,-0.136121046,-0.155175582
0.16,0.785139,-0.000562204,0,-0.216976,-0.152339791,0.003846831,-0.050674288,0.000387548,0,0.012507815,-0.140498857,-0.225855936
0.164,0.785142,0.000247452,0,-0.243526,0.151697881,0.003954791,0.033077437,0.001226458,0,0.162290609,-0.145024503,-0.270950081
0.168,0.785137,-0.00150632,0,-0.204158,-0.154265235,0.003268563,-0.086748841,-0.000696717,0,0.014267325,-0.14863045,-0.176356048
0.174,0.785141,0.000133891,0,-0.237117,0.151466283,0.003327167,0.024756601,0.000975327,0,0.154623652,-0.152975777,-0.296882514
0.178,0.785142,0.000387288,0,-0.243525,0.151983065,0.003496629,0.041572226,0.0012638,0,0.150419166,-0.156738904,-0.203953383
0.182,0.785139,-0.000404315,0,-0.216975,-0.15201779,0.003312899,-0.042520314,0.000430803,0,0.017122926,-0.160048709,-0.190690241
0.186,0.78514,-0.000190999,0,-0.229792,-0.15158275,0.003226193,-0.029162964,0.000627658,0,0.018017326,-0.163418606,-0.210260244
0.19,0.78514,-0.000650029,0,-0.223383,-0.152518903,0.002931243,-0.05480925,9.74E-05,0,0.018304097,-0.166394953,-0.212173483
0.196,0.785141,9.75E-05,0,-0.237116,0.151392075,0.002974001,0.021602867,0.000861306,0,0.136747252,-0.169531825,-0.289913099
0.202,0.785138,-0.00078868,0,-0.210565,-0.15280167,0.002616635,-0.060892467,-0.000112277,0,0.018069187,-0.172019109,-0.173155954
0.206,0.785141,-1.14E-05,0,-0.237115,-0.151216555,0.002611461,-0.011456302,0.000672439,0,0.017758606,-0.174759716,-0.250163606
0.21,0.78514,-0.000434591,0,-0.229791,-0.152079535,0.002414931,-0.044169079,0.000201128,0,0.016872669,-0.176997794,-0.204191086
0.214,0.785139,-0.000916531,0,-0.216974,-0.153062411,0.002000908,-0.066107365,-0.00037737,0,0.015492933,-0.179055089,-0.243988932
0.22,0.785142,0.000843645,0,-0.243524,0.152913766,0.002372798,0.063176272,0.001468266,0,0.128083384,-0.181590519,-0.279294438
0.228,0.785139,-0.000826745,0,-0.216973,-0.1528793,0.00199942,-0.06248109,-0.000286428,0,0.012414633,-0.182980526,-0.183286346
0.232,0.785138,-0.00116994,0,-0.210564,-0.153579217,0.001472133,-0.075566836,-0.00074902,0,0.010851742,-0.184577186,-0.246036179
0.238,0.78514,0.000199653,0,-0.22979,0.151600399,0.001560402,0.02978743,0.000648189,0,0.124918168,-0.186483744,-0.259322829
0.242,0.785144,0.0011399,0,-0.262749,0.153517953,0.002064119,0.074498026,0.001695715,0,0.123386604,-0.188135357,-0.237889023
0.246,0.785142,0.000348381,0,-0.249932,0.151903717,0.002217636,0.039344131,0.000943104,0,0.120864015,-0.189276089,-0.238248779
0.25,0.78514,-0.00051203,0,-0.22979,-0.152237465,0.001986589,-0.048194485,2.94E-05,0,0.006591817,-0.190354617,-0.169411217
0.256,0.785144,0.00124607,0,-0.262749,0.153734478,0.002535917,0.078219551,0.001906147,0,0.115382888,-0.192110302,-0.268571749
0.262,0.785138,-0.00118681,0,-0.210564,-0.153613622,0.001999443,-0.076161472,-0.000648196,0,0.006024632,-0.192592712,-0.162457181
0.266,0.785138,-0.00101349,0,-0.210563,-0.15326015,0.001542668,-0.069851472,-0.00057378,0,0.005703532,-0.193665998,-0.254944024
0.27,0.78514,-0.000145266,0,-0.22979,-0.151489481,0.001477362,-0.025679625,0.00028682,0,0.00500699,-0.194757648,-0.206890204
0.276,0.785144,0.00124925,0,-0.262748,0.153740963,0.002029655,0.078328675,0.00179888,0,0.107371984,-0.195912014,-0.286783334
0.28,0.785142,0.000159622,0,-0.243522,0.151518759,0.002100007,0.026809629,0.00073135,0,0.105219116,-0.196347827,-0.222746997
0.286,0.785143,0.000823421,0,-0.25634,0.152872521,0.002462782,0.062343637,0.001471299,0,0.102349132,-0.197279913,-0.250461184
0.29,0.785143,0.00101023,0,-0.25634,0.153253502,0.002906959,0.06972826,0.00175556,0,0.098825631,-0.198076365,-0.221251539
0.294,0.785142,0.000539411,0,-0.243522,0.152293307,0.003143539,0.049559233,0.001341562,0,0.094758456,-0.198676451,-0.237202864
0.3,0.785137,-0.0015356,0,-0.204154,-0.154324949,0.002447079,-0.087661738,-0.000899659,0,0.004932862,-0.198730253,-0.183201963
0.304,0.78514,2.96E-05,0,-0.22338,0.15125357,0.00246009,0.014260624,0.000685108,0,0.086894079,-0.199688218,-0.272491679
0.31,0.785138,-0.000281338,0,-0.210563,-0.151766989,0.00233297,-0.035271382,0.00034333,0,0.007003221,-0.199951754,-0.176691322
0.314,0.78514,2.19E-05,0,-0.229789,0.151237882,0.002342605,0.013169222,0.00065126,0,0.079951078,-0.200242848,-0.284558016
0.318,0.785137,-0.00126748,0,-0.204154,-0.153778142,0.001770276,-0.07895173,-0.000776951,0,0.008644111,-0.199979142,-0.173910136
0.322,0.785137,-0.00104935,0,-0.204154,-0.153333284,0.001297935,-0.071195189,-0.000660838,0,0.009139825,-0.200012805,-0.25979232
0.328,0.785143,0.000759081,0,-0.256339,0.152741305,0.001633861,0.059634358,0.001226202,0,0.071447406,-0.200385831,-0.252111841
0.332,0.785142,0.000586031,0,-0.249931,0.152388384,0.001892719,0.051820623,0.001111669,0,0.068519439,-0.200235377,-0.247924419
0.338,0.78514,-0.000677839,0,-0.22338,-0.152575619,0.0015874,-0.056069945,-0.000221698,0,0.010049376,-0.199800284,-0.205405696
0.342,0.785143,0.000670779,0,-0.256339,0.15256122,0.00188377,0.055751962,0.001194267,0,0.062390736,-0.2001037,-0.262386146
0.346,0.785142,0.000309427,0,-0.243522,0.151824274,0.002020258,0.037017332,0.000865717,0,0.059113765,-0.199961441,-0.216856948
0.352,0.785138,-0.00133247,0,-0.210563,-0.153910683,0.001419651,-0.081138974,-0.00091841,0,0.01164891,-0.199443478,-0.216306976
0.356,0.78514,-0.000287034,0,-0.229789,-0.151778605,0.001290699,-0.035630446,0.000106703,0,0.012100734,-0.199630675,-0.230607414
0.36,0.78514,-0.000217993,0,-0.229789,-0.151637802,0.001192834,-0.031079951,0.000154342,0,0.011939225,-0.199489022,-0.23380201
0.366,0.785142,0.000383754,0,-0.243522,0.151975857,0.00136276,0.041373467,0.000793414,0,0.048888935,-0.199486559,-0.278518104
0.37,0.785143,0.000645275,0,-0.256339,0.152509207,0.001648218,0.054591523,0.001117308,0,0.046673168,-0.199415923,-0.237085256
0.374,0.785137,-0.00123909,0,-0.204154,-0.153720243,0.001090846,-0.077979565,-0.000896189,0,0.011004645,-0.198772914,-0.217586865
0.38,0.78514,0.000179165,0,-0.229789,0.151558615,0.001170225,0.028292601,0.000547234,0,0.041824482,-0.19900554,-0.262724187
0.384,0.785144,0.00161681,0,-0.262748,0.15449057,0.00188624,0.090149205,0.002138614,0,0.039279104,-0.199225999,-0.225125269
0.388,0.785143,0.000797702,0,-0.256339,0.152820069,0.002238102,0.06127192,0.001400608,0,0.036144556,-0.198875726,-0.254685863
0.394,0.785138,-0.00100318,0,-0.210563,-0.153239124,0.001785378,-0.06946119,-0.000504077,0,0.012232354,-0.198308842,-0.195530624
0.398,0.785139,-0.000694522,0,-0.216971,-0.152609642,0.001472729,-0.056815919,-0.000261788,0,0.012615025,-0.198275153,-0.247436351
0.402,0.785139,-0.000636458,0,-0.216971,-0.152491226,0.001186712,-0.054185959,-0.00026671,0,0.01244246,-0.198087524,-0.228270324
0.408,0.78514,-0.000629389,0,-0.22338,-0.152476809,0.000904318,-0.053859127,-0.000322291,0,0.01174265,-0.197816046,-0.253272519
0.412,0.785139,-0.000765749,0,-0.216971,-0.152754904,0.000561279,-0.05991958,-0.000535583,0,0.010529066,-0.197467848,-0.239526258
0.418,0.785142,0.000590681,0,-0.24993,0.152397867,0.000823752,0.052042121,0.000881144,0,0.024913037,-0.19752412,-0.280828104
0.422,0.785143,0.000906785,0,-0.256339,0.153042535,0.001226101,0.065721505,0.001285748,0,0.023692445,-0.197351585,-0.241530926
0.426,0.785143,0.000889036,0,-0.256339,0.153006337,0.001619694,0.065014078,0.001355325,0,0.021849609,-0.197186875,-0.254510985
0.432,0.78514,-0.00014725,0,-0.22338,-0.151493528,0.001553468,-0.025838022,0.000308088,0,0.006911526,-0.196809068,-0.191145671
0.436,0.78514,-0.000314106,0,-0.22338,-0.151833816,0.001412249,-0.037302367,0.000108518,0,0.006279342,-0.196650047,-0.237493652
0.44,0.785143,0.00116022,0,-0.256339,0.153559394,0.001925369,0.075222411,0.001693326,0,0.016705833,-0.196952954,-0.261965292
0.444,0.78514,-0.00062593,0,-0.22338,-0.152469755,0.00164338,-0.053698652,-0.000153892,0,0.004550383,-0.196353269,-0.211909627
0.45,0.785137,-0.00138356,0,-0.204154,-0.154014877,0.001021038,-0.082822718,-0.00105499,0,0.003477255,-0.196022626,-0.246314645
0.454,0.78514,-0.000467978,0,-0.22338,-0.152147625,0.000811259,-0.045936454,-0.000179623,0,0.002079948,-0.196083651,-0.219533509
0.458,0.785137,-0.00124785,0,-0.204154,-0.153738108,0.000252535,-0.078280649,-0.00108755,0,0.00025483,-0.195593928,-0.243296319
0.464,0.78514,-0.000784169,0,-0.22338,-0.15279247,-9.75E-05,-0.060702044,-0.000699268,0,-0.001844788,-0.195381091,-0.228084632
0.468,0.785139,-0.000755421,0,-0.216971,-0.152733841,-0.000434033,-0.05947735,-0.000745228,0,-0.004300232,-0.195022448,-0.233642299
0.472,0.785138,-0.000900883,0,-0.210563,-0.153030498,-0.00083463,-0.065486947,-0.000979985,0,-0.007022747,-0.194573919,-0.226690275
0.478,0.785141,0.000181416,0,-0.237113,0.151563206,-0.000753391,0.02845968,0.000120834,0,0.015232709,-0.194445482,-0.269398019
0.482,0.785142,0.000804009,0,-0.24993,0.152832932,-0.000393511,0.061536092,0.000824394,0,0.015419649,-0.194237889,-0.233362045
0.488,0.78514,6.49E-05,0,-0.229789,0.151325613,-0.000364513,0.018417519,9.11E-05,0,0.014860795,-0.193723333,-0.243593253
0.492,0.78514,-0.00037805,0,-0.22338,-0.151964225,-0.000532686,-0.041051186,-0.000389849,0,-0.015259301,-0.193317188,-0.177435487
0.496,0.785143,0.00136916,0,-0.256339,0.153985509,7.94E-05,0.082351227,0.001494667,0,0.01320764,-0.193575158,-0.252476098
0.502,0.78514,-0.000419428,0,-0.22338,-0.152048611,-0.000107629,-0.043349072,-0.000336938,0,-0.017800418,-0.192876126,-0.176071742
0.506,0.785137,-0.00154275,0,-0.197745,-0.154339531,-0.000794888,-0.087883344,-0.001615687,0,-0.019144019,-0.192362058,-0.240832809
0.51,0.785139,-0.000617849,0,-0.216971,-0.152453274,-0.001069078,-0.053322324,-0.000750111,0,-0.020685577,-0.192353492,-0.205741846
0.516,0.785143,0.00105647,0,-0.256339,0.153347805,-0.000595369,0.071459495,0.001031412,0,0.010971967,-0.192545513,-0.270976823
0.52,0.78514,-0.00059292,0,-0.229789,-0.152402434,-0.000858788,-0.052148521,-0.000679012,0,-0.023979315,-0.191855327,-0.194076591
0.524,0.785142,0.000154684,0,-0.24993,0.151508689,-0.00078951,0.026425083,8.40E-05,0,0.009900474,-0.191918981,-0.26439995
0.53,0.785142,0.000241748,0,-0.243522,0.151686248,-0.000681281,0.032697666,0.000195363,0,0.008898645,-0.191879845,-0.219040282
0.534,0.785143,0.000830823,0,-0.256339,0.152887617,-0.000309548,0.062649397,0.000867883,0,0.007355614,-0.192058475,-0.259319977
0.538,0.785144,0.00109263,0,-0.262748,0.15342155,0.00017832,0.072789472,0.001237769,0,0.005283577,-0.192247326,-0.233874207
0.544,0.785142,0.000357652,0,-0.243522,0.151922625,0.000337583,0.039883257,0.000538277,0,0.00273312,-0.192255764,-0.252015407
0.55,0.785137,-0.00122776,0,-0.197745,-0.153697136,-0.000210706,-0.077588658,-0.001172584,0,-0.027344162,-0.192033814,-0.19782975
0.554,0.785137,-0.000952572,0,-0.204154,-0.153135913,-0.000634812,-0.067518791,-0.000990401,0,-0.027106893,-0.192217937,-0.216372551
0.558,0.785141,0.000232197,0,-0.237113,0.15166677,-0.000530948,0.032054436,0.000218525,0,-0.003838004,-0.192558601,-0.253634739
0.564,0.785145,0.00158338,0,-0.269156,0.154422393,0.000176911,0.089133006,0.001728245,0,-0.005931189,-0.192978686,-0.258051897
0.568,0.785142,0.000240307,0,-0.243522,0.151683309,0.000283921,0.032601214,0.00040834,0,-0.008575414,-0.192730178,-0.255844655
0.574,0.785143,0.000711695,0,-0.256339,0.152644665,0.000600654,0.057576025,0.000949491,0,-0.011514035,-0.193075863,-0.245309157
0.578,0.785144,0.00119793,0,-0.262748,0.1536363,0.001132847,0.076551276,0.001552819,0,-0.014775548,-0.193511473,-0.249526448
0.582,0.785142,0.000701954,0,-0.24993,0.152624799,0.001443776,0.057145826,0.001127043,0,-0.016010209,-0.193746934,-0.247829182
0.588,0.785137,-0.0010843,0,-0.204154,-0.153404561,0.000956582,-0.072484895,-0.00077124,0,-0.027114436,-0.193621111,-0.202406809
0.592,0.785137,-0.00104705,0,-0.204154,-0.153328593,0.00048739,-0.071109635,-0.000837335,0,-0.028050515,-0.193893424,-0.213826137
0.596,0.785139,-0.00039754,0,-0.216971,-0.152003973,0.00030971,-0.042144938,-0.000224191,0,-0.028913745,-0.194206049,-0.208463788
0.602,0.785141,0.000142175,0,-0.237113,0.151483178,0.000372975,0.025431351,0.000330594,0,-0.019779354,-0.194404858,-0.269120794
0.606,0.785137,-0.00115751,0,-0.204154,-0.153553867,-0.000144044,-0.075126144,-0.001087871,0,-0.030726967,-0.194050684,-0.206945704
0.61,0.785137,-0.000921352,0,-0.204154,-0.153072243,-0.000554402,-0.066297568,-0.00094182,0,-0.031588511,-0.194041733,-0.226422751
0.616,0.785143,0.00109841,0,-0.256339,0.153433338,-6.33E-05,0.073000186,0.001189082,0,-0.022410678,-0.194467069,-0.249135344
0.62,0.785143,0.000974205,0,-0.256339,0.153180032,0.000371109,0.0683546,0.001160605,0,-0.02338438,-0.194350637,-0.260100774
0.626,0.78514,-0.000502543,0,-0.22338,-0.152218117,0.000146643,-0.047714892,-0.00036666,0,-0.034419316,-0.193924754,-0.205217662
0.634,0.785142,0.000845144,0,-0.24993,0.152916823,0.000523054,0.06323764,0.001065083,0,-0.025358992,-0.194325245,-0.2329946
0.64,0.785137,-0.00117374,0,-0.204154,-0.153586967,-1.65E-06,-0.075701125,-0.001073537,0,-0.036357458,-0.193762795,-0.209583611
0.644,0.78514,-0.000295606,0,-0.22338,-0.151796087,-0.000133413,-0.036165905,-0.000221792,0,-0.037225437,-0.19396464,-0.237635518
0.648,0.785139,-0.000696521,0,-0.216971,-0.152613719,-0.000443653,-0.056904799,-0.000692734,0,-0.038089591,-0.19373956,-0.218190111
0.652,0.78514,-0.000558227,0,-0.22338,-0.15233168,-0.000691867,-0.050481056,-0.00060955,0,-0.039107455,-0.193624167,-0.238773976
0.658,0.785142,0.000520303,0,-0.24993,0.152254337,-0.000459055,0.048609835,0.000521479,0,-0.029079605,-0.193775485,-0.245920539
0.662,0.785135,-0.00244752,0,-0.184012,-0.156184733,-0.001547245,-0.112553656,-0.002691514,0,-0.041464326,-0.192773948,-0.222636571
0.666,0.785139,-0.000601766,0,-0.216971,-0.152420474,-0.001813183,-0.052567305,-0.000903549,0,-0.042558656,-0.19306009,-0.228935675
0.67,0.78514,-0.000674352,0,-0.22338,-0.152568507,-0.002110757,-0.055913063,-0.00104243,0,-0.043986408,-0.19272106,-0.201714451
0.676,0.785144,0.0011716,0,-0.262748,0.153582602,-0.001582398,0.075625524,0.000924443,0,-0.030520673,-0.192970266,-0.255548244
0.68,0.785142,0.000690253,0,-0.24993,0.152600936,-0.001272018,0.05662575,0.000508788,0,-0.031119248,-0.192668616,-0.257775214
0.684,0.785139,-0.000179242,0,-0.216971,-0.151558773,-0.001351352,-0.028298328,-0.000380643,0,-0.047958104,-0.192343,-0.204221205
0.688,0.785142,0.000745442,0,-0.243522,0.152713489,-0.001016583,0.05904762,0.000620503,0,-0.032847501,-0.192516187,-0.239838512
0.694,0.785145,0.00187485,0,-0.269156,0.155016821,-0.000176167,0.097656833,0.001938652,0,-0.033983448,-0.192817055,-0.240954407
0.698,0.785143,0.00116105,0,-0.256339,0.153561087,0.000341867,0.075251874,0.001336732,0,-0.035661195,-0.192717197,-0.261223325
0.704,0.785137,-0.00118563,0,-0.204154,-0.153611215,-0.00018762,-0.076120008,-0.001130765,0,-0.050174184,-0.192210187,-0.189894739
0.708,0.785137,-0.00109209,0,-0.204154,-0.153420448,-0.000673905,-0.07276976,-0.001144467,0,-0.050400534,-0.192319192,-0.198811617
0.712,0.785138,-0.000892273,0,-0.210563,-0.153012939,-0.001070145,-0.065143555,-0.001032252,0,-0.050920948,-0.192338908,-0.192063046
0.718,0.78514,-8.73E-05,0,-0.229789,-0.151371265,-0.001108828,-0.020650181,-0.000236471,0,-0.051770641,-0.192462383,-0.213132796
0.722,0.785141,0.000232467,0,-0.237113,0.15166732,-0.00100457,0.032072749,0.000106926,0,-0.041204867,-0.19244395,-0.260906491
0.726,0.785139,-0.000642666,0,-0.216971,-0.152503886,-0.00128944,-0.054471754,-0.000831685,0,-0.053879377,-0.192095911,-0.214766486
0.732,0.785142,0.000378488,0,-0.243522,0.151965118,-0.001119524,0.041075999,0.000227303,0,-0.042533087,-0.192281344,-0.259205193
0.736,0.785142,0.000575118,0,-0.243521,0.152366128,-0.000861577,0.051297975,0.000481794,0,-0.043516885,-0.192280587,-0.2432615
0.742,0.785137,-0.00130649,0,-0.197745,-0.153857699,-0.001441157,-0.080270862,-0.00152985,0,-0.056206553,-0.19170109,-0.216445192
0.746,0.785138,-0.000829326,0,-0.210562,-0.152884564,-0.001807876,-0.062587654,-0.001134372,0,-0.056809902,-0.191709357,-0.193890626
0.752,0.785142,0.000666033,0,-0.24993,0.152551541,-0.001508015,0.05553742,0.00042818,0,-0.046418082,-0.191961401,-0.248149006
0.756,0.78514,-0.000201309,0,-0.229789,-0.151603776,-0.001596999,-0.029905824,-0.000461494,0,-0.058310428,-0.19159089,-0.211523691
0.76,0.785142,0.000419156,0,-0.243521,0.152048057,-0.001408505,0.043334259,0.000201941,0,-0.048255267,-0.191688041,-0.256011906
0.766,0.785143,0.00103972,0,-0.256339,0.153313644,-0.000941433,0.070836409,0.000928435,0,-0.049424122,-0.191852319,-0.24209008
0.77,0.785142,0.00071076,0,-0.243521,0.152642758,-0.000622962,0.057534839,0.00066861,0,-0.050553665,-0.191838841,-0.266134921
0.774,0.785143,0.00135575,0,-0.256339,0.153958161,-1.66E-05,0.081909991,0.001448887,0,-0.051466737,-0.19217333,-0.243368297
0.78,0.785142,0.000646598,0,-0.24993,0.152511905,0.000271685,0.054652181,0.000802619,0,-0.052404265,-0.192187725,-0.251659014
0.784,0.785137,-0.00115938,0,-0.204154,-0.153557681,-0.000245879,-0.075192583,-0.001121252,0,-0.063330527,-0.191923855,-0.199710006
0.788,0.78514,0.000355035,0,-0.229788,0.151917287,-8.74E-05,0.039731612,0.000431002,0,-0.054104261,-0.192540733,-0.244224781
0.794,0.78514,6.75E-05,0,-0.229788,0.151330924,-5.73E-05,0.018689119,0.000150368,0,-0.054905877,-0.192582665,-0.242900198
0.8,0.785143,0.00118043,0,-0.256339,0.15360061,0.000469037,0.075937055,0.001379879,0,-0.055719597,-0.193036955,-0.262956873
0.804,0.785142,0.000931535,0,-0.24993,0.15309301,0.000883183,0.066697878,0.001222561,0,-0.056605895,-0.193166723,-0.242483178
0.808,0.785141,0.000425318,0,-0.237113,0.152060624,0.001071839,0.043668939,0.000759539,0,-0.05750253,-0.193274313,-0.249968268
0.814,0.785142,0.00135803,0,-0.24993,0.153962811,0.00167358,0.081985159,0.001822924,0,-0.058369444,-0.193820636,-0.24394767
0.818,0.785138,-0.000933614,0,-0.210562,-0.15309725,0.001253559,-0.066779369,-0.000562699,0,-0.069250088,-0.193423116,-0.200913447
0.822,0.785142,0.000805763,0,-0.243521,0.152836509,0.001610231,0.061609401,0.001258733,0,-0.060008969,-0.194143213,-0.240722895
0.828,0.785136,-0.00158854,0,-0.190421,-0.154432916,0.000895818,-0.089290558,-0.001300865,0,-0.070822528,-0.193617812,-0.199903412
0.832,0.785137,-0.00101119,0,-0.204154,-0.15325546,0.000442847,-0.069764562,-0.000819506,0,-0.0714926,-0.193806508,-0.217021214
0.838,0.78514,-0.000133839,0,-0.229788,-0.151466177,0.000383042,-0.024752321,4.83E-05,0,-0.072138762,-0.193964853,-0.195056425
0.842,0.785139,-4.82E-05,0,-0.216971,-0.151291485,0.00036152,-0.016576624,0.000129419,0,-0.072840856,-0.193877973,-0.219250215
0.846,0.785141,0.000645452,0,-0.237113,0.152509568,0.00064865,0.054599641,0.000885884,0,-0.06353141,-0.193922561,-0.255662466
0.852,0.785143,0.000692336,0,-0.256339,0.152605184,0.000956145,0.056718602,0.00100099,0,-0.064295473,-0.19380397,-0.261808897
0.856,0.785144,0.0011102,0,-0.262747,0.153457382,0.001448389,0.073428429,0.001526928,0,-0.065141445,-0.19391454,-0.259994766
0.86,0.785142,0.000662966,0,-0.24993,0.152545287,0.001741534,0.05539844,0.001146401,0,-0.066034974,-0.193889269,-0.245159303
0.866,0.785137,-0.00106948,0,-0.204153,-0.153374337,0.001260209,-0.071940364,-0.000697074,0,-0.076908234,-0.193531056,-0.204423283
0.87,0.785141,0.000587139,0,-0.237113,0.152390644,0.001520097,0.051873466,0.001022085,0,-0.067628947,-0.194078263,-0.240235729
0.874,0.785137,-0.00135535,0,-0.197745,-0.153957345,0.000910859,-0.081896797,-0.001061746,0,-0.078390448,-0.193532134,-0.201062649
0.88,0.78514,0.000336865,0,-0.229788,0.151880231,0.001060257,0.038666876,0.000670752,0,-0.069043565,-0.193951943,-0.25334814
0.884,0.785137,-0.000641479,0,-0.204153,-0.152501466,0.00077264,-0.054417196,-0.000373696,0,-0.079755876,-0.193547352,-0.196143486
0.888,0.785138,-0.000612883,0,-0.210562,-0.152443147,0.000498281,-0.05309006,-0.000405917,0,-0.080397666,-0.193342872,-0.218801878
0.894,0.785141,0.000688721,0,-0.237112,0.152597812,0.000804426,0.056557386,0.000964676,0,-0.071029277,-0.193459785,-0.2371908
0.9,0.78514,0.000124946,0,-0.229788,0.15144804,0.000859871,0.024011693,0.000414932,0,-0.071748492,-0.193052307,-0.260997548
0.904,0.785137,-0.00114257,0,-0.204153,-0.153523398,0.000348149,-0.074593547,-0.000971492,0,-0.082480725,-0.192443636,-0.209399443
0.908,0.785138,-0.000914708,0,-0.210562,-0.153058693,-6.04E-05,-0.066035327,-0.000832949,0,-0.083124738,-0.192202457,-0.198376116
0.914,0.785141,0.0006332,0,-0.237112,0.152484581,0.000221976,0.054035513,0.000779736,0,-0.07375155,-0.192312713,-0.237583667
0.918,0.78514,-0.000227204,0,-0.223379,-0.151656587,0.000120577,-0.031714388,-0.000103155,0,-0.084460948,-0.191745586,-0.217847581
